City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
160,naze,28.3667,129.4833,300.66,80,11,3.7,JP,1693371422
161,gazojak,41.1875,61.4036,295.01,35,88,6.44,TM,1693371423
162,inhambane,-23.865,35.3833,293.15,88,75,4.12,MZ,1693371424
163,preobrazheniye,42.9019,133.9064,292.97,97,100,2.28,RU,1693371425
164,belmonte,-15.8631,-38.8828,295.93,92,83,1.04,BR,1693371426
165,west island,-12.1568,96.8225,300.14,74,75,5.14,CC,1693371427
166,rikaze,29.25,88.8833,292.97,33,6,0.67,CN,1693371428
167,haiku-pauwela,20.9219,-156.3051,299.16,73,40,8.23,US,1693371429
168,harstad,68.799,16.5293,285.81,97,96,6.71,NO,1693371429
169,kamakwie,9.5,-12.2333,295.43,99,100,1.46,SL,1693371430
170,st. john's,47.5649,-52.7093,288.81,92,40,5.14,CA,1693371430
171,le port,-20.9373,55.2919,298.13,92,26,4.08,RE,1693371431
172,luderitz,-26.6481,15.1594,289.63,69,0,2.89,NA,1693371432
173,paphos,34.7667,32.4167,299.39,69,20,3.09,CY,1693371432
174,vilyuchinsk,52.9306,158.4028,291.3,76,32,2.6,RU,1693371433
175,bubaque,11.2833,-15.8333,299.56,83,100,4.97,GW,1693371433
176,ilulissat,69.2167,-51.1,276.05,93,99,2.44,GL,1693371434
177,broken hill,-31.95,141.4333,292.09,39,0,6.64,AU,1693371435
178,macaubas,-13.0194,-42.6986,294.91,79,94,0.63,BR,1693371259
179,port blair,11.6667,92.75,303.17,74,75,5.66,IN,1693371436
180,namibe,-15.1961,12.1522,292.48,90,64,1.95,AO,1693371436
181,tucuma,-0.1833,-50.05,298.13,84,0,2.42,BR,1693371255
182,vrangel',42.7297,133.0839,293.74,95,100,4.36,RU,1693371438
183,kapshagay,43.8833,77.0833,299.97,31,87,7.08,KZ,1693371439
184,happy valley-goose bay,53.3168,-60.3315,291.32,55,75,3.6,CA,1693371439
185,iskateley,67.6803,53.1512,282.86,75,100,4.03,RU,1693371440
186,vadso,70.0744,29.7487,284.64,87,75,2.57,NO,1693371441
187,plock,52.5468,19.7064,290.01,94,100,1.89,PL,1693371441
188,constantia,44.1833,28.65,297.53,72,0,4.88,RO,1693371442
189,papao,-17.75,-149.55,298.97,86,67,5.68,PF,1693371443
190,kenora,49.8167,-94.4337,286.69,88,0,2.06,CA,1693371443
191,timbuktu,16.7735,-3.0074,303.71,46,98,2.63,ML,1693371444
192,sao joao da barra,-21.6403,-41.0511,294.57,85,100,6.15,BR,1693371444
193,vorkuta,67.5,64.0,282.18,77,100,1.37,RU,1693371445
194,tazovsky,67.4667,78.7,284.32,63,100,5.42,RU,1693371446
195,bayanhongor,46.7167,100.1167,293.69,35,96,0.81,MN,1693371446
196,igrim,63.1906,64.4162,283.03,85,100,5.36,RU,1693371447
197,atafu village,-8.5421,-172.5159,301.6,79,24,7.08,TK,1693371448
198,saint-pierre,-21.3393,55.4781,296.8,88,100,6.17,RE,1693371448
199,salalah,17.0151,54.0924,299.58,88,100,3.88,OM,1693371450
200,coffs harbour,-30.3,153.1333,297.67,68,20,9.77,AU,1693371451
201,chonchi,-42.6128,-73.8092,278.71,87,13,3.29,CL,1693371452
202,mahdia,35.5047,11.0622,295.12,65,6,2.7,TN,1693371452
203,farsan,32.2569,50.561,295.17,28,0,2.39,IR,1693371453
204,tromso,69.6496,18.957,285.58,87,75,4.12,NO,1693371454
205,akom ii,2.7833,10.5667,294.28,99,100,0.24,CM,1693371455
206,kapuskasing,49.4169,-82.4331,276.15,93,0,2.06,CA,1693371456
207,bardai,11.65,7.2333,294.79,92,100,3.91,NG,1693371456
208,aasiaat,68.7098,-52.8699,275.53,90,48,2.42,GL,1693371457
209,alaghsas,17.0187,8.0168,303.31,39,8,4.16,NE,1693371458
210,georgetown,5.4112,100.3354,305.12,62,20,2.57,MY,1693371458
211,qaqortoq,60.7167,-46.0333,280.22,96,77,1.86,GL,1693371459
212,poronaysk,49.2167,143.1167,290.26,75,100,4.55,RU,1693371459
213,lihue,21.9789,-159.3672,301.73,74,75,7.2,US,1693371348
214,nuku'alofa,-21.1333,-175.2,295.34,73,75,7.72,TO,1693371460
215,sambava,-14.2667,50.1667,296.62,71,42,5.85,MG,1693371264
216,tabas,33.5959,56.9244,309.95,12,0,6.68,IR,1693371462
217,hawaiian paradise park,19.5933,-154.9731,299.88,88,75,2.06,US,1693371462
218,north bend,43.4065,-124.2243,290.46,100,75,1.54,US,1693371367
219,joroinen,62.1782,27.8317,288.14,85,93,1.76,FI,1693371464
220,porto novo,6.4965,2.6036,299.05,91,98,3.1,BJ,1693371464
221,lata,40.1629,-8.3327,287.64,98,96,0.83,PT,1693371465
222,hasaki,35.7333,140.8333,309.43,78,93,7.18,JP,1693371466
223,hithadhoo,-0.6,73.0833,300.91,72,83,5.11,MV,1693371466
224,east ballina,-28.8667,153.5833,293.59,71,12,5.96,AU,1693371467
225,hotan,37.0997,79.9269,301.7,22,0,4.58,CN,1693371467
226,saldanha,-33.0117,17.9442,286.18,91,1,2.36,ZA,1693371468
227,libreville,0.3925,9.4537,298.16,94,40,3.09,GA,1693371469
228,sainte-rose,16.3324,-61.6979,300.17,89,0,3.6,GP,1693371469
229,yarmouth,41.7057,-70.2286,295.38,96,100,1.79,US,1693371470
230,banda aceh,5.5577,95.3222,304.11,63,99,5.84,ID,1693371470
231,amta,22.58,88.0083,306.11,49,90,2.45,IN,1693371471
232,bireun,5.203,96.7009,303.38,65,97,3.2,ID,1693371471
233,selfoss,63.9331,-20.9971,283.17,93,96,2.47,IS,1693371472
234,hong kong,22.2855,114.1577,307.15,71,65,5.81,HK,1693371473
235,kalabo,-14.97,22.6814,283.67,44,0,2.63,ZM,1693371473
236,magistral'nyy,56.1725,107.4458,300.99,36,1,3.06,RU,1693371474
237,khandyga,62.6667,135.6,298.73,44,3,2.89,RU,1693371474
238,mitchell,43.7094,-98.0298,291.14,77,0,2.06,US,1693371475
239,leh,34.1667,77.5833,289.52,18,0,0.9,IN,1693371476
240,bayan,46.0833,127.4,291.93,87,97,5.79,CN,1693371476
241,donggang,28.9365,114.2259,299.27,76,100,1.0,CN,1693371477
242,xinxiang,35.3089,113.8672,301.07,62,1,1.81,CN,1693371478
243,revda,56.801,59.9303,282.7,97,100,4.91,RU,1693371478
244,belyy yar,53.6039,91.3903,291.09,82,0,5.0,RU,1693371479
245,gobabis,-22.45,18.9667,285.31,38,92,6.3,NA,1693371479
246,puerto carreno,6.189,-67.4859,296.19,89,100,2.34,CO,1693371480
247,qalat,32.1058,66.9083,300.8,10,0,1.41,AF,1693371481
248,midvagur,62.0511,-7.1939,281.61,87,75,6.69,FO,1693371481
249,vilyuysk,63.7553,121.6247,299.37,42,93,3.98,RU,1693371482
250,la foa,-21.7108,165.8276,295.31,81,89,2.14,NC,1693371483
251,labrador city,52.9463,-66.9114,280.1,93,100,2.57,CA,1693371483
252,alexandria,31.2156,29.9553,296.45,73,0,1.72,EG,1693371270
253,sol'-iletsk,51.1631,54.9918,286.62,62,83,9.71,RU,1693371485
254,kassala,15.451,36.4,297.62,72,98,6.59,SD,1693371485
255,east london,-33.0153,27.9116,287.67,51,0,3.09,ZA,1693371486
256,lae,-6.7221,146.9847,299.72,82,96,3.29,PG,1693371486
257,cole harbour,44.6724,-63.4751,293.13,96,100,0.89,CA,1693371487
258,cabinda,-5.55,12.2,296.23,88,100,2.57,AO,1693371488
259,enewetak,11.3474,162.3373,301.97,79,85,6.08,MH,1693371488
260,smithers,54.7804,-127.1743,289.33,94,100,1.03,CA,1693371312
261,thunder bay,48.4001,-89.3168,280.14,93,0,1.54,CA,1693371263
262,fale old settlement,-9.3852,-171.2468,301.5,79,61,8.18,TK,1693371490
263,svidnik,49.3082,21.5703,292.14,96,100,1.11,SK,1693371491
264,baihe,22.15,107.2333,303.35,53,76,4.25,CN,1693371491
265,northam,51.0333,-4.2167,287.96,86,51,4.6,GB,1693371492
266,chui,-33.6971,-53.4616,282.74,92,30,2.36,UY,1693371492
267,shenjiamen,29.9576,122.298,298.49,90,80,10.18,CN,1693371493
